INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-139,5,L,Não,"6,10",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","5,80","7,50","4,30","8,00","5,40","5,00"
,ALUNO-140,,,,,,,,,,,,,,,
,ALUNO-141,,,,,,,,,,,,,,,
,ALUNO-142,,,,,,,,,,,,,,,
,ALUNO-143,,,,,,,,,,,,,,,
,ALUNO-144,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-145,7,B,Sim,"8,30",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","9,10","7,50","7,30","7,50","8,80","10,00"
Escola Pública,ALUNO-146,1,C,Não,"6,30",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","7,20","7,50","0,00","7,20","7,30","10,00"
Escola Pública,ALUNO-147,2,C,Não,"5,90",Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,00","7,50","0,00","7,20","7,20","5,00"
,ALUNO-148,,,,,,,,,,,,,,,
Escola Pública,ALUNO-149,6,B,Não,"7,10",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,50","8,70","5,63","3,00","8,00","8,30","10,00"
,ALUNO-150,,,,,,,,,,,,,,,
Escola Pública,ALUNO-151,1,R,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,50","7,50","7,50","9,10","8,60","5,00"
Rede Decisão/União,ALUNO-152,3,B,Não,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","6,25","9,00","7,50","6,30","7,97","8,60","10,00"
Rede Decisão/União,ALUNO-153,4,F,Sim,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","9,00","7,50","4,60","8,59","9,10","10,00"
Escola Pública,ALUNO-154,1,M,Não,"5,80",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","7,10","7,50","0,00","7,80","7,90","5,00"
,ALUNO-155,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-156,2,J,Não,"7,10",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,90","8,90","7,50","5,00","6,60","8,11","5,00"
Escola Pública,ALUNO-157,1,H,Não,"7,10",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","6,40","7,50","6,70","7,90","7,70","5,00"
Escola Pública,ALUNO-158,3,E,Não,"6,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,17","5,90","3,75","5,00","7,70","6,60","5,00"
,ALUNO-159,,,,,,,,,,,,,,,
Escola Pública,ALUNO-160,1,H,Não,"4,40",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","2,30","5,00","0,00","7,20","7,40","5,00"
Estácio,ALUNO-161,8,A,,"8,80",Ametista,"Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado,","Seu destaque em 2020: As suas boas notas na Faculdade,",,"7,92","10,00","7,50","9,00","0,00","0,00","10,00"
Escola Pública,ALUNO-162,1,B,Não,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,80","7,50","8,50","8,40","7,70","5,00"
Escola Pública,ALUNO-163,1,G,Não,"6,40",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,20","5,00","6,20","2,50","7,70","5,00"
Escola Pública,ALUNO-164,1,D,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,70","7,50","7,50","7,10","7,70","5,00"
Escola Pública,ALUNO-165,0,G,Não,"8,40",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","10,00","7,50","10,00","7,80","7,50","5,00"
,ALUNO-166,,,,,,,,,,,,,,,
,ALUNO-167,,,,,,,,,,,,,,,
Escola Pública,ALUNO-168,1,J,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","10,00","8,80","7,50","8,50","7,50","8,11","5,00"
Escola Pública,ALUNO-169,0,E,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","5,00","10,00","2,50","5,70","10,00"
,ALUNO-170,,,,,,,,,,,,,,,
,ALUNO-171,,,,,,,,,,,,,,,
,ALUNO-172,,,,,,,,,,,,,,,
Escola Pública,ALUNO-173,5,G,Não,"3,70",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,92","0,90","3,13","2,80","6,00","4,10","5,00"
Einstein,ALUNO-174,5,X,,"7,90",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,17","10,00","5,63","7,20","0,00","0,00","10,00"
,ALUNO-175,,,,,,,,,,,,,,,
,ALUNO-176,,,,,,,,,,,,,,,
,ALUNO-177,,,,,,,,,,,,,,,
,ALUNO-178,,,,,,,,,,,,,,,
,ALUNO-179,,,,,,,,,,,,,,,
,ALUNO-180,,,,,,,,,,,,,,,
,ALUNO-181,,,,,,,,,,,,,,,
,ALUNO-182,,,,,,,,,,,,,,,
Escola Pública,ALUNO-183,0,E,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","10,00","8,13","10,00","2,50","7,00","5,00"
Escola Pública,ALUNO-184,1,H,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","8,30","7,50","7,50","7,90","7,70","10,00"
,ALUNO-185,,,,,,,,,,,,,,,
Escola Pública,ALUNO-186,3,J,Não,"6,30",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,75","5,80","7,50","5,60","8,00","6,67","2,50"
Escola Pública,ALUNO-187,2,G,Não,"6,41",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,00","7,50","0,00","7,90","7,10","10,00"
Escola Pública,ALUNO-188,3,C,Sim,"7,70",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,08","4,70","7,50","9,00","8,00","8,67","10,00"
Escola Pública,ALUNO-189,1,C,Não,"7,20",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,00","8,30","5,00","8,00","7,20","7,30","5,00"
Rede Decisão/União,ALUNO-190,7,B,Sim,"8,70",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","9,20","6,88","7,60","9,00","9,60","10,00"
,ALUNO-191,,,,,,,,,,,,,,,
Escola Pública,ALUNO-192,1,H,Não,"4,80",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,40","5,10","5,00","0,00","6,00","7,40","5,00"
Escola Pública,ALUNO-193,3,F,Sim,"8,50",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","9,80","5,00","7,00","8,00","9,30","10,00"
Rede Decisão/União,ALUNO-194,6,A,Não,"7,10",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,33","8,30","6,88","6,30","7,66","7,04","5,00"
,ALUNO-195,,,,,,,,,,,,,,,
,ALUNO-196,,,,,,,,,,,,,,,
Escola Pública,ALUNO-197,3,F,Não,"8,80",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","9,60","7,50","8,60","8,90","8,50","10,00"
Escola Pública,ALUNO-198,6,A,Não,"5,50",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","0,00","6,10","5,63","4,50","5,78","6,20","10,00"
Escola Pública,ALUNO-199,3,C,Não,"6,60",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","6,20","4,80","7,50","7,60","8,00","7,30","5,00"
Escola Pública,ALUNO-200,4,F,Não,"7,30",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,92","5,80","7,50","5,60","8,00","8,50","10,00"
Escola Pública,ALUNO-201,3,L,Não,"7,70",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,08","9,40","7,50","8,00","7,97","7,40","5,00"
Escola Pública,ALUNO-202,2,R,Não,"3,70",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","0,00","2,90","6,88","0,00","6,40","6,80","5,00"
,ALUNO-203,,,,,,,,,,,,,,,
,ALUNO-204,,,,,,,,,,,,,,,
,ALUNO-205,,,,,,,,,,,,,,,
Escola Pública,ALUNO-206,6,B,Não,"5,20",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","0,00","4,30","7,50","2,00","7,80","7,10","10,00"
,ALUNO-207,,,,,,,,,,,,,,,
Escola Pública,ALUNO-208,2,D,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,40","7,50","5,00","8,00","7,50","10,00"
Escola Pública,ALUNO-209,0,H,Sim,"9,00",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","10,00","6,25","10,00","10,00","1,00","5,00"
Rede Decisão/União,ALUNO-210,5,B,Não,"8,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","10,00","9,10","7,50","5,60","8,50","8,20","10,00"
,ALUNO-211,,,,,,,,,,,,,,,
Escola Pública,ALUNO-212,0,H,Não,"6,30",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","7,40","10,00","4,38","7,00","2,50","2,50","10,00"
Escola Pública,ALUNO-213,2,P,Não,"8,00",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,70","5,00","9,00","8,70","7,80","5,00"
,ALUNO-214,,,,,,,,,,,,,,,
Escola Pública,ALUNO-215,1,A,Não,"8,80",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,30","7,50","10,00","7,80","7,60","10,00"
UNISA,ALUNO-216,8,A,,"5,90",Quartzo,"Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado,","Ponto a melhorar em 2021: As suas notas na Faculdade,",,"8,75","0,00","5,63","7,40","0,00","0,00","10,00"
Escola Pública,ALUNO-217,1,B,Sim,"8,90",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,00","9,40","7,50","9,50","8,00","9,00","10,00"
,ALUNO-218,,,,,,,,,,,,,,,
Escola Pública,ALUNO-219,2,M,Não,"7,80",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,50","7,90","8,75","5,00","8,40","7,90","10,00"
,ALUNO-220,,,,,,,,,,,,,,,
,ALUNO-221,,,,,,,,,,,,,,,
Escola Pública,ALUNO-222,1,F,Não,"8,40",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,00","7,80","7,50","9,50","7,10","8,20","10,00"
Escola Pública,ALUNO-223,1,E,Não,"6,59",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","5,20","6,88","5,00","8,50","8,00","5,00"
,ALUNO-224,,,,,,,,,,,,,,,
Escola Pública,ALUNO-225,4,B,Não,"8,80",Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","9,58","9,70","7,50","8,30","8,70","8,20","10,00"
Rede Decisão/União,ALUNO-226,2,G,Não,"7,80",Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,50","7,40","5,63","7,50","8,00","8,20","10,00"
Escola Pública,ALUNO-227,3,L,Não,"5,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,75","3,00","7,50","6,30","7,80","6,00","5,00"
,ALUNO-228,,,,,,,,,,,,,,,
Escola Pública,ALUNO-229,1,H,Não,"5,80",Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","7,33","7,80","7,50","0,00","7,90","7,70","5,00"
Rede Decisão/União,ALUNO-230,3,G,Não,"5,00",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","8,75","6,10","4,38","2,30","5,80","4,60","5,00"
Escola Pública,ALUNO-231,6,C,Não,"5,90",Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,33","3,70","5,00","4,30","7,03","6,50","10,00"
,ALUNO-232,,,,,,,,,,,,,,,
,ALUNO-233,,,,,,,,,,,,,,,
,ALUNO-234,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-235,3,B,Não,"8,10",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,00","7,50","7,60","7,50","7,20","10,00"
,ALUNO-236,,,,,,,,,,,,,,,
,ALUNO-237,,,,,,,,,,,,,,,
Escola Pública,ALUNO-238,2,H,Não,"6,40",Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,40","5,00","4,00","6,00","7,70","5,00"
,ALUNO-239,,,,,,,,,,,,,,,
,ALUNO-240,,,,,,,,,,,,,,,
Escola Pública,ALUNO-241,1,G,Não,"7,20",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,80","6,25","9,50","2,50","6,70","5,00"
Escola Pública,ALUNO-242,1,G,Não,"6,70",Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,40","6,25","5,50","7,10","6,90","5,00"
,ALUNO-243,,,,,,,,,,,,,,,
,ALUNO-244,,,,,,,,,,,,,,,
,ALUNO-245,,,,,,,,,,,,,,,
Escola Pública,ALUNO-246,1,J,Não,"7,60",Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,30","6,88","8,00","7,00","7,60","5,00"
